Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2014-103317,07-05-2014,07-08-2014,First Class,DM-13525,Corporate,Palm Coast,Florida,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3.0,,15.9912
CA-2016-167115,04-04-2016,04-09-2016,Standard Class,EH-14185,Consumer,New York City,New York,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2.0,,183.995
US-2017-153633,11/13/2017,11/18/2017,Second Class,TC-21295,Consumer,Jupiter,Florida,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1.0,,0.1548
CA-2017-155929,09-09-2017,9/13/2017,Standard Class,AI-10855,Consumer,Glendale,Arizona,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,,2.0,,2.388
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535,Consumer,New York City,New York,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1.0,0.0,36.852
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535,Consumer,New York City,New York,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13.0,,21.0249
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535,Consumer,New York City,New York,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3.0,,2.7846
CA-2016-128307,7/25/2016,7/29/2016,Standard Class,BE-11335,Home Office,Houston,Texas,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1.0,,7.0659
US-2016-127425,8/26/2016,8/31/2016,Standard Class,DR-12880,Corporate,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6.0,,8.25
US-2016-127425,8/26/2016,8/31/2016,Standard Class,DR-12880,Corporate,New York City,New York,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5.0,,87.4825
US-2014-119081,09-12-2014,9/19/2014,Standard Class,TA-21385,Home Office,Olathe,Kansas,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3.0,,7.1586
US-2014-119081,09-12-2014,9/19/2014,Standard Class,TA-21385,Home Office,Olathe,Kansas,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5.0,0.0,10.906
US-2014-119081,09-12-2014,9/19/2014,Standard Class,TA-21385,Home Office,Olathe,Kansas,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2.0,0.0,149.382
US-2014-119081,09-12-2014,9/19/2014,Standard Class,TA-21385,Home Office,Olathe,Kansas,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2.0,,12.9792
CA-2016-140613,7/22/2016,7/29/2016,Standard Class,KN-16705,Home Office,Sparks,Nevada,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5.0,,24.998
US-2017-108700,5/19/2017,5/23/2017,Standard Class,PJ-18835,Corporate,Rockford,Illinois,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6.0,,13.7808
CA-2017-160962,4/28/2017,05-02-2017,Standard Class,MC-17605,Corporate,Philadelphia,Pennsylvania,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1.0,,0.7336
CA-2017-160962,4/28/2017,05-02-2017,Standard Class,MC-17605,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.848,2.0,,0.7704
CA-2017-130631,12/29/2017,01-02-2018,Standard Class,BS-11755,Consumer,Edmonds,Washington,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5.0,,9.604
CA-2017-130631,12/29/2017,01-02-2018,Standard Class,BS-11755,Consumer,Edmonds,Washington,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2.0,,20.538
CA-2017-116680,09-04-2017,09-06-2017,Second Class,PK-19075,Consumer,San Francisco,California,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6.0,,4.3368
CA-2017-116680,09-04-2017,09-06-2017,Second Class,PK-19075,Consumer,San Francisco,California,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8.0,,92.392
US-2014-107405,3/21/2014,3/25/2014,Standard Class,TS-21205,Corporate,Asheville,North Carolina,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1.0,,-3.8646
CA-2017-101574,9/28/2017,10-04-2017,Standard Class,BD-11725,Consumer,Los Angeles,California,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,,3.0,,4.4352
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10.0,,-23.716
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4.0,0.2,19.6224
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,OFF-EN-10002504,,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",,5.0,,36.693
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Consumer,Scottsdale,Arizona,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5.0,,-320.597
CA-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530,Consumer,Houston,Texas,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",16.176,3.0,,6.066
CA-2016-122448,06-09-2016,6/14/2016,Standard Class,DB-13210,Consumer,San Francisco,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3.0,,13.7646
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,Home Office,San Diego,California,West,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.552,3.0,0.2,73.194
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,Home Office,San Diego,California,West,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3.0,,9.3312
CA-2016-158547,5/30/2016,06-04-2016,Standard Class,JM-16195,Consumer,Hamilton,Ohio,East,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5.0,,9.294
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Consumer,Parker,Colorado,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5.0,,4.008
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Consumer,Parker,Colorado,West,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2.0,,-17.6076
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Consumer,Parker,Colorado,West,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7.0,,-183.6324
CA-2017-121741,12/26/2017,12/26/2017,Same Day,YC-21895,Corporate,Fremont,Nebraska,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2.0,,37.534
CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240,Home Office,Maple Grove,Minnesota,Central,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3.0,0.0,22.2
CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240,Home Office,Maple Grove,Minnesota,Central,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5.0,,22.8285
CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240,Home Office,Maple Grove,Minnesota,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3.0,,8.7906
CA-2016-121356,11/20/2016,11/24/2016,Standard Class,SJ-20500,Consumer,Newark,Delaware,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3.0,,62.916
CA-2014-101770,3/31/2014,04-04-2014,Standard Class,KB-16240,Corporate,Miami,Florida,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.869,1.0,,-1.3083
CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,Corporate,San Diego,California,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,1.0,,11.6091
CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,Corporate,San Diego,California,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,36.0,2.0,,6.48
CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,Corporate,San Diego,California,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,239.96,4.0,,115.1808
CA-2017-105487,10-08-2017,10/14/2017,Standard Class,CS-12250,Corporate,San Diego,California,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2.0,,0.4068
CA-2017-148999,1/30/2017,02-04-2017,Standard Class,EB-13870,Consumer,Miami,Florida,South,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.136,4.0,,-68.1096
CA-2014-107573,12-12-2014,12/17/2014,Standard Class,PB-19150,Consumer,Miami,Florida,South,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,23.472,3.0,,7.6284
CA-2015-156608,10/24/2015,10/29/2015,Standard Class,MT-18070,Home Office,San Antonio,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4.0,0.8,-6.286
CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,3.0,,-5.6943
CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.264,3.0,,2.0358
CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,OFF-AP-10002222,,Appliances,Staple holder,,3.791417371570043,,1.8207
CA-2017-134495,04-01-2017,04-04-2017,Second Class,BF-11020,Corporate,Jacksonville,Florida,South,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.352,3.0,0.2,-19.1058
CA-2017-164098,1/26/2017,1/27/2017,First Class,CG-12520,Consumer,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2.0,,1.816
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,Home Office,San Francisco,California,West,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2.0,,0.1472
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,Home Office,San Francisco,California,West,OFF-LA-10002043,,Labels,Avery 489,,3.791417371570043,,19.872
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,Home Office,San Francisco,California,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4.0,,-4.8392
CA-2015-113523,09-04-2015,09-08-2015,Standard Class,SC-20440,Corporate,Philadelphia,Pennsylvania,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4.0,,-6.1248
CA-2017-117821,06-12-2017,6/16/2017,Standard Class,HG-15025,Consumer,Marion,Ohio,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2.0,,19.176
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Consumer,New York City,New York,East,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2.0,,1.9024
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Consumer,New York City,New York,East,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3.0,,3.6018
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Consumer,New York City,New York,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2.0,,8.799
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Consumer,New York City,New York,East,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.146,6.0,,88.5528
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Consumer,New York City,New York,East,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2.0,,4.3904
CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1.0,,0.6624
CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Corporate,Philadelphia,Pennsylvania,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.136,3.0,,1.2585
CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Corporate,Philadelphia,Pennsylvania,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3.0,,2.8782
CA-2017-127782,11-02-2017,11-06-2017,Standard Class,TH-21115,Corporate,Philadelphia,Pennsylvania,East,TEC-PH-10001817,,Phones,Wilson Electronics DB Pro Signal Booster,,3.791417371570043,,-186.16
US-2016-162026,10-08-2016,10-08-2016,Same Day,JE-15745,Consumer,Los Angeles,California,West,OFF-PA-10000167,,Paper,Xerox 1925,,3.791417371570043,,27.882
CA-2016-150000,04-08-2016,4/14/2016,Standard Class,PG-18820,Consumer,Smyrna,Georgia,South,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4.0,,8.6016
CA-2015-168529,10-08-2015,10-12-2015,Standard Class,MB-17305,Consumer,San Francisco,California,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5.0,,62.737
US-2017-152569,5/15/2017,5/20/2017,Standard Class,JD-16015,Consumer,Chicago,Illinois,Central,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.704,2.0,,19.1376
US-2017-152569,5/15/2017,5/20/2017,Standard Class,JD-16015,Consumer,Chicago,Illinois,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2.0,,3.475
US-2014-137680,2/24/2014,03-02-2014,Standard Class,JH-15430,Consumer,Medford,Oregon,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4.0,,11.1024
US-2014-137680,2/24/2014,03-02-2014,Standard Class,JH-15430,Consumer,Medford,Oregon,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3.0,,7.6869
CA-2015-103177,5/30/2015,06-01-2015,First Class,EN-13780,Consumer,New York City,New York,East,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3.0,,2.3997
CA-2015-103177,5/30/2015,06-01-2015,First Class,EN-13780,Consumer,New York City,New York,East,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2.0,,44.8896
CA-2015-103177,5/30/2015,06-01-2015,First Class,EN-13780,Consumer,New York City,New York,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3.0,,3.8655
US-2016-138408,11/18/2016,11/21/2016,Second Class,KC-16255,Corporate,Huntsville,Alabama,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,,4.0,,527.984
CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Corporate,Philadelphia,Pennsylvania,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96,10.0,,-10.284
CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2.0,,6.846
CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Corporate,Philadelphia,Pennsylvania,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.392,3.0,,3.1806
CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Corporate,Philadelphia,Pennsylvania,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,23.92,5.0,,8.671
CA-2017-117667,12-04-2017,12-09-2017,Standard Class,MS-17980,Corporate,Philadelphia,Pennsylvania,East,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.968,4.0,,-28.7964
CA-2016-110982,06-05-2016,06-07-2016,First Class,CK-12205,Consumer,Santa Clara,California,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.552,6.0,,7.0044
CA-2016-110982,06-05-2016,06-07-2016,First Class,CK-12205,Consumer,Santa Clara,California,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4.0,,15.7248
CA-2016-147123,12-10-2016,12-12-2016,First Class,SJ-20125,Home Office,Long Beach,California,West,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12.0,,36.9288
CA-2017-154501,4/30/2017,05-05-2017,Standard Class,EA-14035,Corporate,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2.0,,4.0098
CA-2017-166933,4/24/2017,4/28/2017,Standard Class,MG-17890,Home Office,Santa Barbara,California,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1.0,,0.6516
CA-2015-142055,05-08-2015,05-10-2015,First Class,AB-10255,Home Office,New York City,New York,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2.0,,18.2112
CA-2015-137106,3/31/2015,04-04-2015,Standard Class,SC-20260,Corporate,Jacksonville,Florida,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5.0,,27.986
CA-2017-136609,08-06-2017,08-11-2017,Standard Class,TB-21355,Corporate,Cedar Hill,Texas,Central,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.296,3.0,,40.3536
CA-2017-160885,12-02-2017,12-06-2017,Standard Class,JK-16090,Consumer,Omaha,Nebraska,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,2479.96,4.0,0.0,743.988
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6.0,,75.5748
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3.0,,5.1015
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3.0,,129.348
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3.0,0.0,28.1718
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3.0,0.0,30.7872
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67,3.0,0.0,5.6016
US-2016-167472,06-06-2016,06-07-2016,First Class,CK-12595,Consumer,Little Rock,Arkansas,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,,2.0,,6.2208
CA-2015-120551,4/13/2015,4/20/2015,Standard Class,SS-20590,Consumer,Norfolk,Nebraska,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3.0,,8.0178
US-2017-150595,5/22/2017,5/26/2017,Standard Class,LE-16810,Consumer,Chicago,Illinois,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,181.986,2.0,0.3,-54.5958
US-2017-150595,5/22/2017,5/26/2017,Standard Class,LE-16810,Consumer,Chicago,Illinois,Central,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2.0,,-2.6268
US-2017-150595,5/22/2017,5/26/2017,Standard Class,LE-16810,Consumer,Chicago,Illinois,Central,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,22.344,3.0,0.2,2.5137
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Corporate,Tucson,Arizona,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,6.0,,-218.8656
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Corporate,Tucson,Arizona,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",10.44,6.0,,-7.656
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Corporate,Tucson,Arizona,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2.0,,-4.1712
CA-2017-102967,9/22/2017,9/26/2017,Standard Class,MG-17890,Home Office,Concord,New Hampshire,East,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5.0,,17.524
CA-2017-151008,09-07-2017,09-08-2017,First Class,JM-16195,Consumer,Draper,Utah,West,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",25.16,2.0,,10.5672
CA-2017-151008,09-07-2017,09-08-2017,First Class,JM-16195,Consumer,Draper,Utah,West,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,,4.0,,47.46
CA-2014-159800,11/28/2014,12-01-2014,First Class,SG-20470,Consumer,San Francisco,California,West,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3.0,,11.7936
CA-2014-159800,11/28/2014,12-01-2014,First Class,SG-20470,Consumer,San Francisco,California,West,TEC-AC-10003447,,Accessories,Micropad Numeric Keypads,,3.791417371570043,,34.9825
US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Corporate,Houston,Texas,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1.0,,0.334
US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Corporate,Houston,Texas,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6.0,,-3.123
US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Corporate,Houston,Texas,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3.0,,20.8719
US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Corporate,Houston,Texas,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,36.288,7.0,,12.7008
US-2014-159618,11-12-2014,11/16/2014,Standard Class,DB-12970,Corporate,Houston,Texas,Central,FUR-BO-10004467,,Bookcases,Bestar Classic Bookcase,,3.791417371570043,,-12.9987
CA-2017-116113,10-02-2017,10-06-2017,Second Class,JW-15220,Corporate,Montgomery,Alabama,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2.0,,3.4544
CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495,Corporate,Jackson,Mississippi,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,6.16,2.0,,1.9712
CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495,Corporate,Jackson,Mississippi,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2.0,,15.764
US-2015-114741,12-06-2015,12-10-2015,Standard Class,IL-15100,Consumer,North Las Vegas,Nevada,West,OFF-PA-10000048,Office Supplies,Paper,Xerox 20,6.48,1.0,,3.1104
US-2015-114741,12-06-2015,12-10-2015,Standard Class,IL-15100,Consumer,North Las Vegas,Nevada,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5.0,,238.653
US-2015-114741,12-06-2015,12-10-2015,Standard Class,IL-15100,Consumer,North Las Vegas,Nevada,West,OFF-LA-10004853,Office Supplies,Labels,Avery 483,14.94,3.0,0.0,6.8724
CA-2017-133263,3/31/2017,04-02-2017,Second Class,JE-15610,Corporate,Atlanta,Georgia,South,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1.0,,17.27
CA-2017-133263,3/31/2017,04-02-2017,Second Class,JE-15610,Corporate,Atlanta,Georgia,South,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2999.95,5.0,,1439.976
CA-2017-133263,3/31/2017,04-02-2017,Second Class,JE-15610,Corporate,Atlanta,Georgia,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,64.12,4.0,,30.7776
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,Home Office,Chicago,Illinois,Central,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,19.456,4.0,,2.1888
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,Home Office,Chicago,Illinois,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2.0,0.3,8.9994
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,Home Office,Chicago,Illinois,Central,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5.0,,1.86
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,Home Office,Chicago,Illinois,Central,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,89.768,1.0,0.3,-2.5648
